Month ID,Month,State ID,State,HS6 ID,HS6,Flow ID,Flow,Country ID,Country,Trade Value
200908,2009-08,6,Colima,7392690,Plastic Items and Articles of other Materials,1,Imports,can,Canada,1669
200908,2009-08,6,Colima,7392690,Plastic Items and Articles of other Materials,1,Imports,chn,China,4
200908,2009-08,6,Colima,7392690,Plastic Items and Articles of other Materials,1,Imports,deu,Germany,20
200908,2009-08,6,Colima,7392690,Plastic Items and Articles of other Materials,1,Imports,usa,United States,29696
200908,2009-08,6,Colima,7401693,"Gaskets, of Vulcanised Rubber (Exc. Cellular Rubber)",1,Imports,deu,Germany,84
200908,2009-08,6,Colima,7401693,"Gaskets, of Vulcanised Rubber (Exc. Cellular Rubber)",1,Imports,nld,Netherlands,487
200908,2009-08,6,Colima,7401693,"Gaskets, of Vulcanised Rubber (Exc. Cellular Rubber)",1,Imports,twn,Taiwan (Region),8
200908,2009-08,6,Colima,7401693,"Gaskets, of Vulcanised Rubber (Exc. Cellular Rubber)",1,Imports,usa,United States,835
200908,2009-08,6,Colima,2080111,"Coconuts, Dried",2,Exports,usa,United States,31850
200908,2009-08,6,Colima,2080550,"Lemons ""Citrus Limon, Citrus Limonum"" and Limas ""Citrus Aurantifolia, Citrus Latifolia"", Fresh or Dried",2,Exports,usa,United States,611671
