Month ID,Month,State ID,State,HS6 ID,HS6,Flow ID,Flow,Country ID,Country,Trade Value
202502,2025-02,21,Puebla,1020312,"Hams, Shoulders and Cuts Thereof, with Bone in of Swine, Fresh or Chilled",1,Imports,usa,United States,4014568
202502,2025-02,21,Puebla,1020319,"Meat of Swine, Fresh or Chilled (Excl. Carcases or Half Carcases, and Hams, Shoulders and Cuts Thereof, with Bone)",1,Imports,can,Canada,22573
202502,2025-02,21,Puebla,1020319,"Meat of Swine, Fresh or Chilled (Excl. Carcases or Half Carcases, and Hams, Shoulders and Cuts Thereof, with Bone)",1,Imports,usa,United States,493533
202502,2025-02,21,Puebla,2100590,"Corn, other than Seed",1,Imports,usa,United States,6221330
202502,2025-02,21,Puebla,5271019,"Petroleum Oils, Containing by Weight 70% or more of Petroleum Oils or Oils from Bituminous Minerals, not Light Oils and Preparations",1,Imports,bel,Belgium,9054
202502,2025-02,21,Puebla,5271019,"Petroleum Oils, Containing by Weight 70% or more of Petroleum Oils or Oils from Bituminous Minerals, not Light Oils and Preparations",1,Imports,cze,Czech Republic,506
202502,2025-02,21,Puebla,5271019,"Petroleum Oils, Containing by Weight 70% or more of Petroleum Oils or Oils from Bituminous Minerals, not Light Oils and Preparations",1,Imports,deu,Germany,211506
202502,2025-02,21,Puebla,5271019,"Petroleum Oils, Containing by Weight 70% or more of Petroleum Oils or Oils from Bituminous Minerals, not Light Oils and Preparations",1,Imports,fin,Finland,8900
202502,2025-02,21,Puebla,5271019,"Petroleum Oils, Containing by Weight 70% or more of Petroleum Oils or Oils from Bituminous Minerals, not Light Oils and Preparations",1,Imports,fra,France,3522
202502,2025-02,21,Puebla,5271019,"Petroleum Oils, Containing by Weight 70% or more of Petroleum Oils or Oils from Bituminous Minerals, not Light Oils and Preparations",1,Imports,jpn,Japan,3472
202502,2025-02,21,Puebla,5271019,"Petroleum Oils, Containing by Weight 70% or more of Petroleum Oils or Oils from Bituminous Minerals, not Light Oils and Preparations",1,Imports,prt,Portugal,4725
202502,2025-02,21,Puebla,5271019,"Petroleum Oils, Containing by Weight 70% or more of Petroleum Oils or Oils from Bituminous Minerals, not Light Oils and Preparations",1,Imports,swe,Sweden,4907
202502,2025-02,21,Puebla,5271019,"Petroleum Oils, Containing by Weight 70% or more of Petroleum Oils or Oils from Bituminous Minerals, not Light Oils and Preparations",1,Imports,usa,United States,209070
202502,2025-02,21,Puebla,6321511,"Printing Inks, Black, Incl. Concentrated or Solid",1,Imports,chn,China,25342
202502,2025-02,21,Puebla,6321511,"Printing Inks, Black, Incl. Concentrated or Solid",1,Imports,gbr,United Kingdom,632
202502,2025-02,21,Puebla,6321519,"Printing Inks, Incl. Concentrated or Solid (Exc. Black)",1,Imports,chn,China,26087
202502,2025-02,21,Puebla,6321519,"Printing Inks, Incl. Concentrated or Solid (Exc. Black)",1,Imports,deu,Germany,2537
202502,2025-02,21,Puebla,6321519,"Printing Inks, Incl. Concentrated or Solid (Exc. Black)",1,Imports,gbr,United Kingdom,3173
202502,2025-02,21,Puebla,6321519,"Printing Inks, Incl. Concentrated or Solid (Exc. Black)",1,Imports,usa,United States,640
202502,2025-02,21,Puebla,6330210,Odoriferous Substances and Mixtures Used in the Food or Drink Industries,1,Imports,cri,Costa Rica,3218
202502,2025-02,21,Puebla,6330210,Odoriferous Substances and Mixtures Used in the Food or Drink Industries,1,Imports,esp,Spain,2947
202502,2025-02,21,Puebla,6330210,Odoriferous Substances and Mixtures Used in the Food or Drink Industries,1,Imports,usa,United States,189597
202502,2025-02,21,Puebla,6340290,"Surface-Active Preparations for Washing, Incl the Auxiliary Washing Preparations and Cleaning Preparations (Exc Upgraded for Retail, as well as Agents Organic Surface;.. Soap and Organic Surface-Active Preparations Bars, Cakes or Pieces or Molded Pieces or Shapes; Products and Preparations Preparations for Washing the Skin, Liquid or Cream)",1,Imports,chn,China,9858
202502,2025-02,21,Puebla,6340290,"Surface-Active Preparations for Washing, Incl the Auxiliary Washing Preparations and Cleaning Preparations (Exc Upgraded for Retail, as well as Agents Organic Surface;.. Soap and Organic Surface-Active Preparations Bars, Cakes or Pieces or Molded Pieces or Shapes; Products and Preparations Preparations for Washing the Skin, Liquid or Cream)",1,Imports,deu,Germany,116
202502,2025-02,21,Puebla,6340290,"Surface-Active Preparations for Washing, Incl the Auxiliary Washing Preparations and Cleaning Preparations (Exc Upgraded for Retail, as well as Agents Organic Surface;.. Soap and Organic Surface-Active Preparations Bars, Cakes or Pieces or Molded Pieces or Shapes; Products and Preparations Preparations for Washing the Skin, Liquid or Cream)",1,Imports,usa,United States,512
202502,2025-02,21,Puebla,6340319,"Lubricating Preparations, Incl. Cutting Oils, Preparations Nut Release Preparations, Antirust or Anticorrosion Preparations and Mold Release, Based on Lubricants, Containing Oils of Petroleum or Obtained from Bituminous Minerals (Exc. those Containing Petroleum Oils Mineral Bituminous, as Basic Constituents,> = 70% by Weight and Preparations for the Treatment of Textile Materials, Leather, Furskins or other Materials)",1,Imports,aut,Austria,266
202502,2025-02,21,Puebla,6340319,"Lubricating Preparations, Incl. Cutting Oils, Preparations Nut Release Preparations, Antirust or Anticorrosion Preparations and Mold Release, Based on Lubricants, Containing Oils of Petroleum or Obtained from Bituminous Minerals (Exc. those Containing Petroleum Oils Mineral Bituminous, as Basic Constituents,> = 70% by Weight and Preparations for the Treatment of Textile Materials, Leather, Furskins or other Materials)",1,Imports,deu,Germany,706
