Month ID,Month,State ID,State,HS6 ID,HS6,Flow ID,Flow,Country ID,Country,Trade Value
201012,2010-12,6,Colima,15731815,"Screws and Bolts, Threaded, of Iron or Steel",1,Imports,chn,China,1477
201012,2010-12,6,Colima,15731815,"Screws and Bolts, Threaded, of Iron or Steel",1,Imports,usa,United States,2927
201012,2010-12,6,Colima,15732690,Articles of Iron or Steel,1,Imports,chn,China,6319
201012,2010-12,6,Colima,15732690,Articles of Iron or Steel,1,Imports,ita,Italy,196950
201012,2010-12,6,Colima,15732690,Articles of Iron or Steel,1,Imports,usa,United States,1578
201012,2010-12,6,Colima,16842123,Apparatus for Filtering Lubricants or Fuel in Spark Ignition Engines or Compression,1,Imports,deu,Germany,369
201012,2010-12,6,Colima,16842123,Apparatus for Filtering Lubricants or Fuel in Spark Ignition Engines or Compression,1,Imports,usa,United States,300
201012,2010-12,6,Colima,16853690,"Electrical Apparatus for Switching and Protecting Electrical Circuits, Voltage <= 1.000 V",1,Imports,chn,China,851
201012,2010-12,6,Colima,16853690,"Electrical Apparatus for Switching and Protecting Electrical Circuits, Voltage <= 1.000 V",1,Imports,jpn,Japan,1101
201012,2010-12,6,Colima,16853690,"Electrical Apparatus for Switching and Protecting Electrical Circuits, Voltage <= 1.000 V",1,Imports,usa,United States,2274
201012,2010-12,6,Colima,2080111,"Coconuts, Dried",2,Exports,usa,United States,42939
201012,2010-12,6,Colima,2080550,"Lemons ""Citrus Limon, Citrus Limonum"" and Limas ""Citrus Aurantifolia, Citrus Latifolia"", Fresh or Dried",2,Exports,usa,United States,808558
201012,2010-12,6,Colima,2080720,"Papayas, Fresh",2,Exports,can,Canada,59587
201012,2010-12,6,Colima,2080720,"Papayas, Fresh",2,Exports,usa,United States,251488
201012,2010-12,6,Colima,5260111,"Iron Ores and Concentrates, Non-Agglomerated (Excl. Roasted Iron Pyrites ""Pyrite Ashes"")",2,Exports,chn,China,3497585
201012,2010-12,6,Colima,6330119,"Essential Oils of Citrus ""Citrus"" or not Terpeneless, Incl. the ""Concrete"" O ""Absolutes"" (Exc. Bergamot, Orange, Lemon and Lima)",2,Exports,arg,Argentina,11880
201012,2010-12,6,Colima,6330119,"Essential Oils of Citrus ""Citrus"" or not Terpeneless, Incl. the ""Concrete"" O ""Absolutes"" (Exc. Bergamot, Orange, Lemon and Lima)",2,Exports,usa,United States,1215251
