Month ID,Month,State ID,State,HS6 ID,HS6,Flow ID,Flow,Country ID,Country,Trade Value
201211,2012-11,15,Estado de México,1020312,"Hams, Shoulders and Cuts Thereof, with Bone in of Swine, Fresh or Chilled",1,Imports,usa,United States,1278925
201211,2012-11,15,Estado de México,1020319,"Meat of Swine, Fresh or Chilled (Excl. Carcases or Half Carcases, and Hams, Shoulders and Cuts Thereof, with Bone)",1,Imports,usa,United States,270493
201211,2012-11,15,Estado de México,1020329,"Porcine Meat, Frozen",1,Imports,can,Canada,25654
201211,2012-11,15,Estado de México,1020329,"Porcine Meat, Frozen",1,Imports,usa,United States,585417
201211,2012-11,15,Estado de México,1020649,"Offal Pork, Groceries, Frozen (Exc. Livers)",1,Imports,dnk,Denmark,21546
201211,2012-11,15,Estado de México,1020649,"Offal Pork, Groceries, Frozen (Exc. Livers)",1,Imports,usa,United States,141135
201211,2012-11,15,Estado de México,1020713,"Cuts and Edible Offal, Gallo O Gallina, Domesticus, Fresh or Chilled",1,Imports,usa,United States,177615
201211,2012-11,15,Estado de México,1020726,"Cuts and Edible Offal, Turkey ""Uncooked"" Domesticus, Fresh or Chilled",1,Imports,usa,United States,549397
201211,2012-11,15,Estado de México,2060110,"Bulbs, Tubers, Roots and Bulbs Tuberous, Crowns and Rhizomes, Dormant (Exc. Suitable for Human Consumption, as well as Plants, Incl. Young Plants and Chicory Roots)",1,Imports,chl,Chile,984588
201211,2012-11,15,Estado de México,2060110,"Bulbs, Tubers, Roots and Bulbs Tuberous, Crowns and Rhizomes, Dormant (Exc. Suitable for Human Consumption, as well as Plants, Incl. Young Plants and Chicory Roots)",1,Imports,nld,Netherlands,1155541
201211,2012-11,15,Estado de México,2060110,"Bulbs, Tubers, Roots and Bulbs Tuberous, Crowns and Rhizomes, Dormant (Exc. Suitable for Human Consumption, as well as Plants, Incl. Young Plants and Chicory Roots)",1,Imports,nzl,New Zealand,81793
201211,2012-11,15,Estado de México,2121190,"Plants and Parts of Plants, Seeds and Fruits of a Kind Used Primarily in Perfumery, in Pharmacy or for Uses Insecticides, Fungicidal or Similar Purposes, Fresh or Dried, Incl. Cut, Crushed or Powdered (Excl. Liquorice Roots, Roots of ""Ginseng"" , Coca Leaf and Poppy Straw)",1,Imports,chn,China,25721
201211,2012-11,15,Estado de México,2121190,"Plants and Parts of Plants, Seeds and Fruits of a Kind Used Primarily in Perfumery, in Pharmacy or for Uses Insecticides, Fungicidal or Similar Purposes, Fresh or Dried, Incl. Cut, Crushed or Powdered (Excl. Liquorice Roots, Roots of ""Ginseng"" , Coca Leaf and Poppy Straw)",1,Imports,ind,India,313279
201211,2012-11,15,Estado de México,2121190,"Plants and Parts of Plants, Seeds and Fruits of a Kind Used Primarily in Perfumery, in Pharmacy or for Uses Insecticides, Fungicidal or Similar Purposes, Fresh or Dried, Incl. Cut, Crushed or Powdered (Excl. Liquorice Roots, Roots of ""Ginseng"" , Coca Leaf and Poppy Straw)",1,Imports,per,Peru,12000
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,arg,Argentina,269
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,bra,Brazil,2188
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,can,Canada,1
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,chn,China,15599
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,deu,Germany,152
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,fra,France,24990
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,ind,India,35999
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,ita,Italy,844
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,kor,South Korea,6583
201211,2012-11,15,Estado de México,2130219,"Vegetable Saps and Extracts (Excl. Liquorice, Hops, as well as Opio)",1,Imports,usa,United States,24032
